Store name, number of reviews, consumption, main cuisine, address, detail link, detail rating, business hours
Wentong Ice Room (Huangpu Dayuehui Store), 1496, 44, Tea Restaurant, Science City/Luogang Gaodehui, https://www.dianping.com/shop/k7pIYGOhJwJTKj7U, Taste: 9.2 Environment: 9.2 Service: 9.2 , Monday to Sunday 10:00-22:00
Langlang A Bowl of Snail Noodles·Open 24 hours, 270,17, porridge noodles, Xiaoxintang, https://www.dianping.com/shop/G5dgqauu9uT4qFmk, Taste: 8.1 Environment: 8.2 Service: 8.4, Monday to Sunday all sky
McDonald's (Xintang Wanda Plaza Branch), 263, 26, Western-style fast food, Yonghe Town, https://www.dianping.com/shop/l1CBGGPSKefr8UtJ, Taste: 8.2 Environment: 8.1 Service: 8.2, Monday to Sunday 10:30 -21:30
Claypot Hua·Jinhuozhen Claypot Rice (Shiqiao Branch), 298,25, fast food, Shiqiao, https://www.dianping.com/shop/k8b6D5FBH4Gxi5T2, taste: 8.2 Environment: 8.3 Service: 8.2 , Monday to Sunday 10:30-21:00
Daflan (Xintang Yongwang Mall Store), 160, 29, porridge noodles, Yonghe Town, https://www.dianping.com/shop/k2AEUpkuHwNeGAwr, taste: 8.2 Environment: 8.3 Service: 8.3, Monday to Sunday 10:00-21:30
Keming Ice Room (Guangzhou Chengyihui·Liuhua Store), 582,45, Tea Restaurant, Railway Station/Renmin North Road, https://www.dianping.com/shop/H5VoJ9cqn2khoLKr, Taste: 8.8 Environment: 8.9 Service :9.0, Monday to Sunday 10:30-21:00
Drink more soup·Cantonese tea meal (Tianhehui store), 149,34, tea restaurant, Teem City/Sports Center, https://www.dianping.com/shop/l6twBpwh2j77Vktt, taste: 8.6 environment: 8.7 service: 8.8 , Monday to Friday 07:30-22:00, Saturday and Sunday 10:00-21:30
Fuhe Beef Shop (Yingbin Avenue Branch), 3219, 83, Chaoshan Beef Hot Pot, Huadu Square/District Government, https://www.dianping.com/shop/l1Q9DGZwM69pSCOI, Taste: 9.0 Environment: 8.5 Service: 8.6, Monday to Sunday 10:30-14:0016:30-02:00
Ziyue Li Tea House (Tianhe Longdong Branch), 1655,65, Cantonese refreshments, Longdong/Cencun, https://www.dianping.com/shop/G2X5nUR252p8RoLZ, Taste: 9.1 Environment: 9.1 Service: 8.8, Monday to all day Sunday
Hakka Class·Hakka Cuisine (Haizhu Wanguo Store), 1431,68, Hakka Cuisine, along Jiangnan Avenue, https://www.dianping.com/shop/H7vWOYSIta2YOCQQ, Taste: 8.8 Environment: 9.0 Service: 8.9, Monday to Sunday 11:00-15:0017:00-21:00
Yingdian Jiji Tea Restaurant (Qifu Wanjingfeng Branch), 298,46, Tea Restaurant, Huadu District, https://www.dianping.com/shop/HaduRV0gBJT2eP6L, Taste: 8.9 Environment: 9.0 Service: 8.8, Monday to Sunday 09:00-21:30
Yunshang Art Garden Restaurant, 544,216, Guangzhou cuisine, Central City, https://www.dianping.com/shop/k9it4Lv31Wn6Zfc8, Taste: 9.1 Environment: 9.2 Service: 9.0, Monday to Sunday 11:00-14:0017: 00-21:00
Wentong Ice Room (Baiyun Airport Store), 201,45, Tea Restaurant, Baiyun International Airport, https://www.dianping.com/shop/Ga0jWvSAyeB1AeYx, Taste: 9.1 Environment: 9.0 Service: 9.0, Monday to Sunday 07: 00-22:00
Wanlu Dongjiang·Hakka Cuisine (Blessing Binfenhui Store), 1903,77, Hakka Cuisine, Zhongcun, https://www.dianping.com/shop/kabJzz2cmO3SDl05, Taste: 9.1 Environment: 9.1 Service: 9.1, Monday to Sunday 11:00-14:00 17:00-21:00
Under the Big Banyan Tree (Kaide Yunshang Store), 905,74, Shunde Cuisine, Baiyun Greenland Center, https://www.dianping.com/shop/l8OsDq2Lm2x9BBoz, Taste: 9.1 Environment: 9.1 Service: 9.0, Monday to Sunday 11:00-21:30
Dian Du De (Beijing Road Erdian), 6633,82, Cantonese refreshments, Beijing Road Commercial District, https://www.dianping.com/shop/k506PUxPQNOf76km, Taste: 9.1 Environment: 9.0 Service: 8.8, Monday to Sunday 08:00-16:0017:00-21:00
Wentong Ice Room (Tonghe Jinbo Tiandi Store), 1720,48, Tea Restaurant, Tonghe/Jingxi, https://www.dianping.com/shop/HaC4pdXpvuEYqDv9, Taste: 9.1 Environment: 9.2 Service: 9.2, Monday to Sunday Sunday 10:30-21:30
Hakka Class·Hakka Cuisine (Jiahe Jinbo Store), 1376,68, Hakka Cuisine, Jiahe Wanggang, https://www.dianping.com/shop/H93tXAPGvwptJx5c, Taste: 9.0 Environment: 9.1 Service: 9.1, Monday to Sunday Day 11:00-14:30 17:00-21:30
I don’t know Restaurant·Chaoshan Simple Meal (Kaisa Plaza Store), 95, 28, Chaoshan Cuisine, Tianhe City/Sports Center, https://www.dianping.com/shop/H3MQiLrQfXPCs0No, Taste: 8.6 Environment: 8.5 Service: 8.9, Monday to Sunday 11:00-21:00
Ruxuan·Seafood Casserole Porridge·Chaoshan Cuisine (Wanbo Store), 579,70, Cantonese Restaurant, Chimelong/Nancun, https://www.dianping.com/shop/GaTXR72fHRsmdqME, Taste: 8.9 Environment: 8.9 Service: 8.6, All day Monday to Sunday
Dian Du De (Nangang store), 320,87, Cantonese refreshments, Living Area/Nangang, https://www.dianping.com/shop/H5daW6VM6WyBpNxn, Taste: 8.7 Environment: 8.7 Service: 8.7, Monday to Sunday 08 :00-16:0017:00-21:00
Pigeon Zuixiang·Zhongshan Pigeon (Huangbian Store), 515,70, Guangzhou cuisine, Huangbian, https://www.dianping.com/shop/Fkhlj1Iqi7fL8aWE, Taste: 8.8 Environment: 8.3 Service: 8.3, Monday to Sunday 11:00-14:00 17:00-22:00
Chao Dasao Chaoshan Raw Pickled Food (Yuanjing Road Store), 206,75, Chaoshan cuisine, along Airport Road, https://www.dianping.com/shop/G7QWndmwlQwMUIln, Taste: 8.6 Environment: 8.7 Service: 8.7, Monday to Sunday 16:00-02:00
Changlai Xiaoju (Zhongshan 2nd Road Branch), 3888, 77, Guangzhou cuisine, Zhongshan 23rd Road/Dongshankou, https://www.dianping.com/shop/l6ZdbVPYNdaeg4m9, Taste: 8.7 Environment: 8.4 Service: 8.2, Monday to Sunday 11:00-14:3017:00-22:002023-09-30 to 2023-10-0610:30-15:0016:30...
Drink more soup·freshly made roast meat (Kok King Knowledge City Store), 123,30, Tea Restaurant, Wangcun/He Tangxia, https://www.dianping.com/shop/l5QAlBrIEhdwzDDC, Taste: 8.7 Environment: 8.6 Service: 8.5, Monday to Sunday 10:00-21:30
Changlai Xiaoju (Guojin Tiandi Store), 6743, 83, Guangzhou Cuisine, Huachenghui/Amap Land, https://www.dianping.com/shop/jt3jjhw0W4rACRej, Taste: 8.9 Environment: 8.7 Service: 8.5, Monday to Sunday 11:00-15:0017:00-21:30
Wentong Ice Room (Poly Design City Store), 2112, 48, Tea Restaurant, Huangbian, https://www.dianping.com/shop/jT1Zc0XLK0NsXB8w, Taste: 8.8 Environment: 8.7 Service: 8.9, Monday to Sunday 11 :00-21:30
Liusan City Yongfeng Farm Food, 1964, 63, Farm Food, Liangkou Town, https://www.dianping.com/shop/lapLLtfg16Bv87AP, Taste: 8.7 Environment: 8.7 Service: 8.7, Monday to Sunday 09:00 -20:30
Yongzuo·Chaoshan fish porridge, 310,52, Chaoshan cuisine, along Industrial Avenue, https://www.dianping.com/shop/H4GcZJNPA0kEZMGn, Taste: 8.9 Environment: 8.1 Service: 8.8, Monday to Sunday 11:00- 14:0017:00-02:00
Chao Miguo·Chaoshan flavor (Yunmen), 925,36, Chaoshan cuisine, Jiahe Wanggang, https://www.dianping.com/shop/l5HkSyrRkAVqa1jw, Taste: 8.4 Environment: 8.5 Service: 8.6, Monday to Sunday 10:00-21:30
Lotte Gang Ji Guangdong, Hong Kong and Macao Private Kitchen (Huinan Plaza Store), 137,47, Tea Restaurant, Nanpu, https://www.dianping.com/shop/Ej8TG5u2dw8NImbt, Taste: 8.2 Environment: 8.2 Service: 8.4, Monday to Sunday 10:30-21:30
Chuixi Private Kitchen·Fresh Cuisine·The Love of Red Mansion, 709,291, Private Kitchen, Beijing Road Commercial District, https://www.dianping.com/shop/k3tGWUaIj7OL3gmy, Taste: 8.5 Environment: 8.3 Service: 8.4, Monday to Sunday 11 :30-22:00
Eat Biju·Refreshments·Guangdong Famous Cuisine (Guangzhou Tower Store), 3531,119, Guangzhou Cuisine, Kecun/Chigang, https://www.dianping.com/shop/lak8J6sZe5S7BRVo, Taste: 8.5 Environment: 9.0 Service :8.3, Monday to Sunday 11:00-14:0017:00-21:00
Huilai Tasty Fish Shop·Chaoshan flavor, 340,103, Chaoshan cuisine, Xicun/Xichang, https://www.dianping.com/shop/k4Wxs4rGOfdSE2Je, Taste: 8.5 Environment: 8.4 Service: 8.4, Monday to Sunday 11: 00-14:3017:00-22:00
Kowloon Bingshi Longjia Ban (Acode Land Store), 1987,48, Tea Restaurant, Huachenghui/Acode Land, https://www.dianping.com/shop/G5NfcbwIZKhNBKlZ, Taste: 8.4 Environment: 8.3 Service: 8.3, Monday to Sunday 10:00-22:00
Ruxuan·Seafood Casserole Porridge·Chaoshan Cuisine (Yanjiang East Road Store), 5253,74, Cantonese Restaurant, Yanjiang Road/Ersha Island, https://www.dianping.com/shop/l8LXiOCGejGMsHET, Taste: 8.5 Environment: 8.6 Service: 8.3, all day Monday to Sunday
Shisheng Beef, Angus Roast Meat, Team Building Dinner (Wansheng Plaza Store), 4057,134, Fusion Barbeque, Pazhou, https://www.dianping.com/shop/l1j8mJLKrR8Z8Kn6, Taste: 9.0 Environment: 8.9 Service: 9.1, Monday to Sunday 11:00-16:0017:00-22:00
Dafushan Liheng Self-service Barbecue Ground (First Store in Guangzhou), 2788,86, Barbecue Buffet, Zhongcun, https://www.dianping.com/shop/laulVnEWon38FgzH, Taste: 8.6 Environment: 8.2 Service: 8.3, Monday to Sunday Sunday 10:00-22:00
Garden Hotel · CAROUSEL360 Lingxuange Revolving Restaurant, 2271,408, buffet, Xiaobei/Gold Rush, https://www.dianping.com/shop/G3OxG3o38nGuopOs, taste: 8. 1 Environment: 9.0 Service: 8.5, Monday to Sunday 18 :00-22:30
Fusion Sixi Tea Restaurant (Shuikeng Branch), 111,43, Tea Restaurant, Panyu District, https://www.dianping.com/shop/iVfebtCkEnq8cpdw, Taste: 8.3 Environment: 8.3 Service: 8.4, Monday to Sunday 11 :00-21:00
Daji Dali Restaurant·Nanyang Chinese Food (Zhengjia Plaza Store), 7452,82, Nanyang Chinese Food, Teem City/Sports Center, https://www.dianping.com/shop/H3TppuHGaSy3U5zc, Taste: 8.3 Environment: 8.4 Service: 8.2 ,Monday to Sunday 11:00-15:0017:00-22:00
Ganoderma lucidum chicken (Yueken Road store), 827,67, Cantonese restaurant, Yanling/Wushan, https://www.dianping.com/shop/l4VSv7pORgBJ7E7H, Taste: 8.4 Environment: 8.2 Service: 8.6, Monday to Sunday 10 :00-14:0017:00-22:00
Ba Shu Restaurant (Luo Chongwei Branch), 258,48, Cantonese Restaurant, Luo Chongwei/Jinshazhou, https://www.dianping.com/shop/Hak4KPAnYvaD3d29, Taste: 8.4 Environment: 8.0 Service: 8.3, Monday to Sunday 11:00-14:0017:00-21:00
Drink more soup · Nourishing stew (Gaode Land Store), 204, 28, Tea Restaurant, Zhujiang New Town, https://www.dianping.com/shop/H7gtvSMBxcFrXDeQ, Taste: 8.7 Environment: 8.6 Service: 8.7, Monday to Closed from 07:30-21:30 on Friday from 2023-09-29 to 2023-10-05
Chua Lam Hong Kong Style Dim Sum (Link Shopping Plaza Store), 8062,78, Cantonese style refreshments, sand noodles, https://www.dianping.com/shop/Fc8qc2KdNtUupdQx, Taste: 8.7 Environment: 8.4 Service: 8.4, Monday to Sunday 08:00-22:00
Little Sun Barbecue Ground (Xiaozhou Village Branch), 313,73, barbecue buffet, Haizhu District, https://www.dianping.com/shop/k3xwhIjJhvWOwNWQ, Taste: 8.5 Environment: 8.4 Service: 8.5, Monday to Sunday 10 :00-22:00
Element Buffet Restaurant·Sashimi Oyster Seafood·DoubleTree by Hilton Hotel Huihua (Luo...,1234,239,Seafood Buffet,Science City/Luogang Gaodehui,https://www.dianping.com/shop/G4xxqgkG4tv0zQOx, Taste: 8.2 Environment: 8.7 Service: 8.5, Saturday and Sunday 06:30-11:0017:30-21:30 Monday to Thursday 06:30-10:00 Friday 06:30-10:00...
Meng Feiyang·Chaoshan Beef Hot Pot and BBQ Buffet (Dongpu Branch), 14570,84, Buffet, Chebei/Dongpu, https://www.dianping.com/shop/GaEFkzrkkPVZ6MOB, Taste: 7.6 Environment: 7.8 Service: 7.6 , Monday to Sunday 10:30-22:30
Bauhinia Cafe (Nansha Hotel), 460,156, Buffet, Nansha District, https://www.dianping.com/shop/FmVbJEh8bke2e9PK, Taste: 7.6 Environment: 7.9 Service: 7.8, Monday to Sunday 06:30-21: 00
Shenglao Seafood Buffet Parkway Restaurant (Zengcheng Wanda Branch), 351,80, Seafood Buffet, Wanda Plaza, https://www.dianping.com/shop/k7GNdqmrQHCuevtc, Taste: 7.4 Environment: 7.5 Service: 7.4, Monday to Sunday Sunday 11:00-22:00
Xin Qianyue Restaurant, 61,92, Seafood Buffet, Taiping Town/Taiping Commercial Street, https://www.dianping.com/shop/k6Sjb40LCiZiWzGu, Taste: 7.2 Environment: 7.2 Service: 7.2, Monday to Sunday 10:00 -22:00
Sunshine Eggshell (Xifang Courtyard Store), 27,45, buffet, Shiqiao, https://www.dianping.com/shop/H8Xt9Kihs0PGTCY3, Taste: 7.3 Environment: 7.4 Service: 7.3, Monday to Sunday 09: 00-19:00
Wagyu · Wagyu beef and live eels, 73,133, buffet, Teem City/Sports Center, https://www.dianping.com/shop/l3RzBtF8WiNySFne, Taste: 8.2 Environment: 8.1 Service: 8.3, Monday to Sunday 11:30-14:3017:00-22:30
Guangzhou Poly Intercontinental Hotel·Moonlight Western Restaurant, 1839,360, buffet, Pazhou, https://www.dianping.com/shop/H4hm4NX16NIK69tj, Taste: 8.1 Environment: 9.0 Service: 8.7, Saturday and Sunday 11:30- 14:30 17:30-21:30 Monday to Friday 12:00-14:30 17:30-21:30
Shrimp Taidu·Liu Shui Shrimp Seafood Sashimi, 872,253, seafood buffet, along Airport Road, https://www.dianping.com/shop/k6ezYnDZzYVELgE3, taste: 8.3 Environment: 8.1 Service: 8.0, Saturday and Sunday 12: 00-23:00 Monday to Friday 16:30-23:002023-09-29 to 2023-10-0712:00-...
Hemai Sushi, Sukiyaki Pot, Roast Bird Buffet (Shangshe Branch), 360, 60, Japanese buffet, Tianhe Park/Shangshe, https://www.dianping.com/shop/G9kwc44aJ7WEngAk, Taste: 7.8 Environment: 8.0 Service: 8.2, Monday to Sunday 11:00-14:3016:30-22:00
Niu Qixian·Hot Pot and BBQ Specialty Shop, 85,66, Buffet, Junhe, https://www.dianping.com/shop/H4GZzXbodwgbvw2i, Taste: 7.7 Environment: 7.9 Service: 7.9, Monday to Sunday 11:00- 24:00
Diange beef offal, beef bone and beef whip·self-service beef offal stew (Lirendong store), 13,53, buffet, Chimelong/Nancun, https://www.dianping.com/shop/la8FK3SLwvaw0tlW, taste: 6.9 environment: 6.7 Service: 6.8, Monday to Sunday 17:30-02:00
Yushuiquan Buffet, 13,387, Buffet, Chimelong/Nancun, https://www.dianping.com/shop/l5WvpxHqBqPz3fOq, Taste: 6.7 Environment: 6.7 Service: 6.7, None
Golden Han Palace Korean buffet barbecue hot pot (Tangxia store), 428,76, buffet, Tangxia, https://www.dianping.com/shop/G6KxAKJxbZLNmiSB, Taste: 6.4 Environment: 6.5 Service: 6.6, Monday to Sunday 10:30-02:00
Niu Huangshu Self-service BBQ Hotpot Expert (Guangming West Store), 2064,64, buffet, Gualv Plaza/Taifu Plaza, https://www.dianping.com/shop/kaJaoIp4xUNbDFCh, Taste: 7.1 Environment: 7.2 Service: 7.3, Monday to Sunday 08:00-23:00
Bird Sword Izakaya (Donghui City Branch), 668,136, Japanese cuisine, Donghui City/Renrenle, https://www.dianping.com/shop/k6BMzYvYl9LSALJr, Taste: 9.2 Environment: 9.2 Service: 9.2, Monday to Sunday 11 :30-14:0017:30-02:00
Full score Yakiniku (Vanke Plaza Store), 627,108, Japanese barbecue/barbecue, Xiaoxintang, https://www.dianping.com/shop/l8lBIBHRf6u834Y1, Taste: 9.2 Environment: 9.2 Service: 9.2, Monday to Sunday Sunday 10:00-22:00
king Dazhi·Wagyu Barbeque Restaurant (Tianhe North Branch), 3135, 218, Japanese barbecue/barbecue, Tianhe Bei/Guangzhou East Railway Station, https://www.dianping.com/shop/i6gcBxS7OgjqSBBR, Taste: 9.2 Environment: 9.0 Service: 9.1, Monday to Friday 11:30-14:0017:30-23:00 Saturday and Sunday 11:30-23:00
Extremely hot Japanese charcoal grilled meat (Xingshenghui store), 4175,232, Japanese barbecue/barbecue, Zhujiang New Town, https://www.dianping.com/shop/H1bvxCrsjlivQ02q, Taste: 9.1 Environment: 9.0 Service: 9.2 , Monday to Friday 11:30-15:00 17:00-24:00 Saturday and Sunday 11:30-24:00
Niao Peng Shao Torii Restaurant (Panyu Wanbo Store), 445,126, Japanese cuisine, Chimelong/Nancun, https://www.dianping.com/shop/G2yMlxeH4i7mkIwS, Taste: 9.1 Environment: 9.1 Service: 9.2, Monday to Sunday 11 :00-14:0017:30-02:00
Daxiong Sushi (Luopu store), 1617,91, Japanese cuisine, Nanpu, https://www.dianping.com/shop/k7I5qJHe9ZSkA6E0, Taste: 9.1 Environment: 9.0 Service: 9.1, Monday to Sunday 11:00-21 :30
Motor Canteen (Zhuying Star City Store), 11454, 122, Japanese cuisine, Kecun/Chigang, https://www.dianping.com/shop/k4eU9aCSJl7fTjWp, Taste: 9.0 Environment: 8.8 Service: 9.1, Monday to Sunday 11:00-22:00
Osaka Yakiniku BAKA Generation (Guangzhou Main Store), 1013,231, Japanese barbecue/barbecue, Zhujiang New Town, https://www.dianping.com/shop/l1F7aa3CcCkq6pNC, Taste: 9.1 Environment: 8.9 Service: 9.1, Monday to Sunday Sunday 12:00-23:00
Mao Omakase (Zhujiang New City store), 284,741, Japanese cuisine, Zhujiang New City, https://www.dianping.com/shop/H1g5EnBAOsA8IZdx, Taste: 9.0 Environment: 9.1 Service: 9.1, Monday to Sunday 11:30-14: 0018:00-22:30
Like · Creative Cuisine · Roast Bird · Teppanyaki, 188,96, Japanese cuisine, Nanpu, https://www.dianping.com/shop/l2e1knZM0QfUP7D2, Taste: 8.7 Environment: 8.6 Service: 8.7, Monday to Sunday 11 :00-14:0016:30-22:00
Huo Chuihuo Izakaya (Taojin Shop), 3139,119, Japanese cuisine, Xiaobei/Gold Taoist, https://www.dianping.com/shop/G4yzDz9yR37uWuim, Taste: 8.7 Environment: 9.1 Service: 9.1, Monday to Sunday 11 :00-14:0017:30-02:00
Sad Hotel·Tavern, 115,84, Japanese cuisine, Chimelong/Nancun, https://www.dianping.com/shop/G1qYBmC3HF4AWQkh, Taste: 8.5 Environment: 8.6 Service: 8.8, Monday to Sunday 17:30- 03:00
Ejiu Izakaya Kabayaki Eel (Kecun Branch), 774,71, Japanese cuisine, Kecun/Chigang, https://www.dianping.com/shop/G6uS4J2rzit4FnoN, Taste: 8.5 Environment: 8.4 Service: 8.6, Monday to Sunday 11:30-22:00
Nagasaki House Japanese Cuisine (Tianhe North Road Store), 475,178, Japanese Cuisine, Teem City/Sports Center, https://www.dianping.com/shop/G8LII0VrqVv673uS, Taste: 8.5 Environment: 8.5 Service: 8.5, Monday to Sunday 10:30-14:00 17:00-22:30
Daxi Izakaya·Yakisoba (Beijing Road Tianhe City Store), 982,99, Japanese cuisine, Beijing Road Commercial District, https://www.dianping.com/shop/H98OXz7q4SzCdNNG, Taste: 8.7 Environment: 9.0 Service: 9.0, Monday to Friday 11:30-15:0017:00-22:00 Saturday and Sunday 11:30-22:00
Imazakiyaki·Kansai Sukiyaki Specialty Store (Meilin M·LIVE Tiandi West Branch), 3138,100, Japanese hot pot, Chebei/Dongpu, https://www.dianping.com/shop/k1IOmgMQjpYbMhZQ, taste: 8.7 Environment: 8.9 Service: 8.7, Monday to Sunday 11:30-21:30
Maoxiansheng Japanese Cuisine (Platinum Store), 727,87, sushi, Laiyoula/RT-Mart, https://www.dianping.com/shop/k6F1OGZrEPlwY2Ir, Taste: 9.1 Environment: 9.1 Service: 9.1, Monday to Sunday 10:30-22:00
Yuqian Shiqian (Pazhou Poly Store), 5582,94, Japanese cuisine, Pazhou, https://www.dianping.com/shop/l1gUWsuOI97RglbH, Taste: 9.0 Environment: 9.0 Service: 9.0, Monday to Sunday 11:30- 21:30
Qiu Fengmei Cuisine (Jiayu Suncity Store), 1546,93, Japanese cuisine, Jiayu Suncity, https://www.dianping.com/shop/l15vlpIQ3x2b8QZm, Taste: 8.8 Environment: 9.0 Service: 9.1, Monday to Sunday 11:30-22:00
Eel Ji·Live grilled eel specialty store (Taikoo Hui store), 915,113, Japanese cuisine, Shipai/Longkou, https://www.dianping.com/shop/G17gyeuogMDXIRGI, Taste: 9.0 Environment: 8.8 Service: 9.1, Monday to Sunday 11:00-22:00
Platinum Youyu Toritama (Huifang Branch), 2306,291, Japanese cuisine, Shipai/Longkou, https://www.dianping.com/shop/ka0SOC4P3HsUh2LR, Taste: 8.4 Environment: 8.5 Service: 8.5, Monday to Sunday 17:30-01:00
Tonma·Homemade Tonkotsu Ramen (Jiangnanxi store), 2234,71, Japanese noodles, Jiangnanxi, https://www.dianping.com/shop/H4li7n957VNQsT9Z, Taste: 8.3 Environment: 8.6 Service: 9.0, Monday to Sunday 11:30-15:0018:00-21:30
Huanxi Street Roast Bird (Longdong Branch), 79,42, Japanese cuisine, Longdong/Cencun, https://www.dianping.com/shop/k6wBbgvdoa6VHBOc, Taste: 8.3 Environment: 7.9 Service: 8.3, Monday to Sunday 17 :30-01:30
Yi Zong Late Night Canteen (Tiyu West Road Branch), 1291,133, Japanese cuisine, Teem City/Sports Center, https://www.dianping.com/shop/G4tXxAfC3Ob4FTAO, Taste: 8.3 Environment: 8.3 Service: 8.5, Monday to Sunday 17:30-03:00
Qiu Fengmei Cuisine (Jiangnanxi store), 1915,89, Japanese cuisine, Jiangnanxi, https://www.dianping.com/shop/G5MLI7jDX6NfUlSh, Taste: 8.4 Environment: 8.7 Service: 8.7, Monday to Sunday 11: 30-22:00
Dachuan Buckwheat Eel Japanese Food, 52,83, Japanese Cuisine, Zhengjia Plaza, https://www.dianping.com/shop/G2znTBBFzUOWRu5d, Taste: 8.3 Environment: 8.3 Service: 8.4, Monday to Sunday 11:00-14 :0017:30-22:30
Ajisen Ramen (Guangzhou Nansha Wanda Plaza Store), 570,43, Japanese noodles, Jinzhou Business District, https://www.dianping.com/shop/HaLmaC6Q6b2AoVLV, Taste: 8.1 Environment: 8.3 Service: 8.3, Monday to Sunday 10:30-21:00
Daxi Izakaya Yakitori (Yueyue Road Branch), 3308,112, Japanese cuisine, Beijing Road Commercial District, https://www.dianping.com/shop/k8nVFolWRVAjqnBD, Taste: 8.1 Environment: 8.2 Service: 8.3, Saturday and Sunday Sunday 12:00-22:30 Monday to Friday 12:00-14:30 17:00-22:30
Yuyi Sushi (South Station Xijie Branch), 53,55, sushi, Guangzhou South Railway Station, https://www.dianping.com/shop/l5gaai1KFOAYHWqI, taste: 7.8 Environment: 7.9 Service: 7.9, Monday to Sunday 11 :00-21:30
Xinbaohui Salmon Tea Restaurant (Fisherman's Wharf), 787,95, Japanese cuisine, Luoxi, https://www.dianping.com/shop/G7kVBtRZgo80u3ea, Taste: 7.8 Environment: 7.8 Service: 8.0, Monday to Sunday 11:00-22:00
Jingqiao Cuisine, 231,86, Japanese Cuisine, Yanling/Wushan, https://www.dianping.com/shop/k3ANMAIwxZnUDuQx, Taste: 8.1 Environment: 7.8 Service: 8.2, Monday to Sunday 11:30-14: 0017:00-22:30
Hanabisaki Torii Restaurant (Sunac Branch), 278,110, Japanese cuisine, Sunac Mao, https://www.dianping.com/shop/l3O5sBI0JEdKVnOL, Taste: 8.0 Environment: 8.2 Service: 8.2, Monday to Sunday 17:00 -01:00
