店铺名称,评论数量,人均消费,主营菜系,地址,推荐菜系,详情链接,详情评分,电话,地址,店铺别名,营业时间
麦当劳(时代印象分店),161 条评论,人均 ￥25,西式快餐,太平镇/太平商业街,推荐菜：、圆筒冰淇淋、薯条、麦辣鸡翅,https://www.dianping.com/shop/l1CBJkhLqMk5zfQC, 口味: 8.6  环境: 8.5  服务: 8.5  , 电话： 020-61848184 , 广从南路时代印象底商（太平地铁B出口旁） ,无, 周一至周日 07:00-23:00 
囍臸·HEEY CHEER(永庆坊店),1093 条评论,人均 ￥42,小吃,上下九商业区,推荐菜：、秘酱猪肠粉、山楂水、劲大鲍鱼碗仔翅,https://www.dianping.com/shop/k9AMvhUGkoNvJHB4, 口味: 8.5  环境: 8.4  服务: 8.4  , 电话： 15014160303 , 恩宁路103号永庆坊 ,无," 周一至周五 11:00-20:30 周六,周日 11:00-21:30 2023-09-29至2023-10-06 10:30-... "
喜家德(中华广场店),225 条评论,人均 ￥36,饺子,中华广场,推荐菜：、虾三鲜饺、西芹鲜肉饺、酱颈骨,https://www.dianping.com/shop/j4o44UdX3wPToRbC, 口味: 8.5  环境: 8.4  服务: 8.5  , 电话： 15566121261 , 中山三路中华广场6楼6029铺 ,无, 周一至周日 10:00-21:00 
达扬原味炖品(德政中路店),3365 条评论,人均 ￥25,炖品,中山二三路/东山口,推荐菜：、椰子炖竹丝鸡、龟苓膏、花旗参炖竹丝鸡,https://www.dianping.com/shop/kayo2KoUhv94Xp5o, 口味: 8.6  环境: 7.8  服务: 7.9  , 电话： 020-83520983 , 德政中路304号首层 ,无, 周一至周日 11:00-23:30 
及第粉·手作河粉(猎德店),430 条评论,人均 ￥24,粥粉面,兴盛路/猎德,推荐菜：、招牌及第汤、酸辣捞手作河粉、腩汁捞手作河粉,https://www.dianping.com/shop/k72tnCjqbYXLr1sK, 口味: 8.6  环境: 8.5  服务: 8.6  , 电话： 18102630797 , 花城大道86号 ,无, 周一至周日 08:00-22:00 
御有螺·柳州螺蛳粉(陈家祠店),288 条评论,人均 ￥17,粥粉面,中山七八路,推荐菜：、招牌有螺の螺蛳粉、金丝炸蛋、鸭脚螺蛳煲,https://www.dianping.com/shop/k9iRtEETmOTi9i1w, 口味: 8.6  环境: 8.6  服务: 8.6  , 电话： 13533103635 , 荔湾路78号唐铭广场B029铺 ,无, 周一至周日 全天 
常临老友粉,192 条评论,人均 ￥21,粥粉面,同德围,推荐菜：、猪杂老友粉、牛肉老友粉、牛杂老友粉,https://www.dianping.com/shop/G8FpMQFTV0lATzbg, 口味: 8.3  环境: 8.3  服务: 8.3  , 电话： 18316615038 , 西槎路31号（鹅掌坦地铁站A口步行30米） ,无, 周一至周日 10:00-21:30 
柒小螺·螺蛳粉(欣荣广场店),99 条评论,人均 ￥15,粥粉面,欣荣宏广场,推荐菜：、蜂巢炸蛋螺蛳粉、嫩嫩鸡肉串、柠檬鲜虾螺蛳粉,https://www.dianping.com/shop/GaQzemV6TQ4GY2Ej, 口味: 8.3  环境: 8.3  服务: 8.3  , 电话： 19120354305 , 从城大道111号 ,无, 周一至周日 全天 
粉面製造·EGGTEMP,101 条评论,人均 ￥34,粥粉面,东晓南路沿线,推荐菜：、招牌茄牛通、冬阴功海鲜米线、香浓咖喱鱼丸,https://www.dianping.com/shop/FFYFwJMm7D6wgfTU, 口味: 8.3  环境: 8.2  服务: 8.4  , 电话： 18928748394 , 东晓南路1299号 ,无, 周一至周日 11:00-20:30 
玛单螺蛳粉(棠下店),218 条评论,人均 ￥17,粥粉面,棠下,推荐菜：、原味有螺螺蛳粉、脆皮锅烧螺蛳粉、酸菜鱼螺蛳粉,https://www.dianping.com/shop/iFuNgoLhuNDtpBmR, 口味: 8.1  环境: 8.2  服务: 8.3  , 电话： 18778954795 , 南闸大街47-1号附近 ,无, 周一至周日 10:00-01:30 
赛百味SUBWAY(合生广场店),370 条评论,人均 ￥31,西式快餐,客村/赤岗,推荐菜：、金枪鱼、照烧鸡百味卷、火鸡胸百味卷,https://www.dianping.com/shop/l26EFHJ5DClgaqP9, 口味: 8.4  环境: 8.5  服务: 8.4  , 电话： 020-89625159 , 叠景路225号合生广场106铺 ,无, 周一至周日 09:00-21:00 
塔斯汀中国汉堡(西朗地铁口店),253 条评论,人均 ￥19,西式快餐,荔湾区,推荐菜：、香辣鸡腿中国汉堡、冰柠可乐、粗薯,https://www.dianping.com/shop/l8vz02pXuKwqdrnY, 口味: 8.4  环境: 8.2  服务: 8.1  , 电话： 18144818411 , 花地大道南1号1号铺 ,无, 周一至周日 10:00-24:00 
蒙自源小锅米线(萝岗万达店),185 条评论,人均 ￥19,小吃,科学城/萝岗高德汇,推荐菜：、三鲜米线、一品土鸡米线、香辣杏鲍菇,https://www.dianping.com/shop/H1SPmf5z3RzjykQm, 口味: 8.4  环境: 8.2  服务: 8.3  , 电话： 13590102165 , 萝岗开创大道2709号D4137铺（近万达广场） ,无, 周一至周日 09:00-23:30 
麦当劳(花都嘉华广场店),294 条评论,人均 ￥20,西式快餐,白云国际机场,推荐菜：、麦辣鸡翅、薯条、麦辣鸡腿堡,https://www.dianping.com/shop/G6VZ7FIGMlROwhcp, 口味: 8.4  环境: 8.2  服务: 8.3  , 电话： 020-86833992 , 迎宾大道185号嘉华广场A座 ,无, 周一至周日 全天 
麦当劳(名店城),932 条评论,人均 ￥17,西式快餐,江南大道沿线,推荐菜：、麦辣鸡翅、薯条、朱古力新地,https://www.dianping.com/shop/H5a0TdVEu9LDodax, 口味: 8.2  环境: 8.1  服务: 8.2  , 电话： 020-89557102 , 江南西路名店城首层107A ,无, 周一至周日 07:00-22:00 
真功夫(天河新天地店),200 条评论,人均 ￥21,快餐简餐,天河客运站,推荐菜：、香滑蒸蛋、冬菇鸡腿肉饭、四季猪骨汤,https://www.dianping.com/shop/l4OGRz6TSVEgzXXw, 口味: 8.2  环境: 8.2  服务: 8.1  , 电话： 020-85514563 , 天源路5号B187铺B188铺B189铺B190铺 ,无, 周一至周日 10:00-21:00 
笋爷高汤嗦螺粉·螺蛳粉(上社店),800 条评论,人均 ￥20,粥粉面,天河公园/上社,推荐菜：、特色杂锦螺蛳粉、特色干捞柳州螺蛳粉、酸笋,https://www.dianping.com/shop/H8X1FzlQnT0knZ6N, 口味: 8.3  环境: 8.1  服务: 8.2  , 电话： 13620396904 ？ 18620205385 , 黄埔大道中207号伟诚大厦首层（麦当劳旁边） ,无, 周一至周日 09:30-24:00 
大快活(珠江·星火1926店),325 条评论,人均 ￥34,快餐简餐,北京路商业区,推荐菜：、阿活三重芝士焗猪排饭、阿活香滑奶茶、足料碗仔翅,https://www.dianping.com/shop/l6msPDnb1Gc2GngY, 口味: 8.2  环境: 8.3  服务: 8.3  , 电话： 020-33976276 , 中山四路55号珠江星尚商业楼负一层B101-1号铺 ,无, 周一至周日 07:00-21:00 
阿婆牛杂·非遗小吃(西湖路店),5427 条评论,人均 ￥26,牛杂,北京路商业区,推荐菜：、阿婆招牌牛杂、萝卜面筋牛杂、咖喱鱼蛋,https://www.dianping.com/shop/l3gFD4MzMxEQfEzO, 口味: 8.3  环境: 8.0  服务: 8.3  , 电话： 19120697420 , 西湖路9号首层 ,无, 周一至周日 11:00-21:30 
熊记虾王·小龙虾(琶洲店),1263 条评论,人均 ￥120,小龙虾,琶洲,推荐菜：、潜江油焖大虾、潜江蒜蓉大虾、花城好虾找熊记,https://www.dianping.com/shop/k7zRpIv3S3g3ik74, 口味: 8.4  环境: 8.3  服务: 8.1  , 电话： 19396887539 , 暄悦西街94号琶洲里一楼 ,无, 周一至周日 16:30-02:30 
一粥荟·招牌鱼粥(天河北店),927 条评论,人均 ￥70,小吃,天河北/广州东站,推荐菜：、云南珍菌鲜虾锅贴饺、魚松炒米粉、香煎萝卜糕,https://www.dianping.com/shop/G6DE4EQDS6QHQUuH, 口味: 8.3  环境: 8.3  服务: 8.4  , 电话： 020-38240623 , 林乐路林和街21号首层 ,无, 周一至周日 09:30-22:00 
为食面,202 条评论,人均 ￥23,粥粉面,海珠广场,推荐菜：、鲜虾云吞汤面、豬腸撈面、牛腩面,https://www.dianping.com/shop/G5OJmiaqIWZnqI5w, 口味: 8.4  环境: 8.1  服务: 8.5  , 电话： 19124219596 , 解放中路175号 ,无, 周一至周日 09:00-21:00 
电白沙琅河粉店,303 条评论,人均 ￥12,粥粉面,新市,推荐菜：、豉油捞粉、牛腩捞粉、豆饼角,https://www.dianping.com/shop/H7FcHg2eqai8Sv2f, 口味: 8.6  环境: 6.8  服务: 7.7  , 电话： 13265105142 ？ 13265117500 , 北门东街与金钟街交叉口南50米 ,无, 周一至周日 07:00-20:00 
遇见小面(云门NewPark店),1444 条评论,人均 ￥29,粥粉面,嘉禾望岗,推荐菜：、红碗豌杂面、金碗酸辣粉、焦香烤猪蹄,https://www.dianping.com/shop/k1OPoaii0fMIdqW4, 口味: 8.5  环境: 8.5  服务: 8.4  , 电话： 15361763307 , 空港大道新世界NEWPARK2楼L216号 ,无, 周一至周日 10:00-22:00 
Max·超大脆鸡腿(北京路店),240 条评论,人均 ￥25,炸鸡炸串,北京路商业区,推荐菜：、MAX鸡腿、火炙芝士蟹棒饭、Max超级脆鸡腿配秘制鸡油拌饭,https://www.dianping.com/shop/G9QlJuBUCL1TP7jO, 口味: 8.3  环境: 7.6  服务: 8.3  , 电话： 18922771241 , 中山四路榨粉中街5号101-2房 ,无, 周一至周日 10:00-22:00 
遇见小面(江燕路万科里店),3365 条评论,人均 ￥32,粥粉面,工业大道沿线,推荐菜：、遇见小面、豌豆杂酱面、小小酸辣粉,https://www.dianping.com/shop/G4wavm4IaDQqamna, 口味: 8.2  环境: 8.3  服务: 8.3  , 电话： 18925022309 , 江燕路95号地下1层B110房（扶梯旁） ,无, 周一至周日 10:00-22:00 
喜姐炸串(东平中路店),74 条评论,人均 ￥20,炸鸡炸串,嘉禾/人和,,https://www.dianping.com/shop/H26rdeXC2vQfKWHY, 口味: 8.3  环境: 8.3  服务: 8.3  , 电话： 15821998986 , 东平中路72号105号铺 ,无, 周一至周日 11:00-01:30 
阿婆牛杂·非遗小吃(永庆坊店),1219 条评论,人均 ￥25,牛杂,上下九商业区,推荐菜：、招牌牛杂、萝卜面筋牛杂、萝卜面筋,https://www.dianping.com/shop/l9lxg10C3Nl5CJMX, 口味: 8.4  环境: 8.3  服务: 8.4  , 电话： 15820297170 ？ 13143368402 , 恩宁路75号（永庆食集内） ,无, 周一至周日 10:00-22:00 
张拉拉兰州手撕牛肉面(正佳广场店),1388 条评论,人均 ￥30,粥粉面,正佳广场,推荐菜：、招牌手撕牛肉面、大片牛腱子牛肉面、续面,https://www.dianping.com/shop/jcbWYficSgpp00Ze, 口味: 8.3  环境: 8.1  服务: 8.2  , 电话： 13166076691 , 天河路正佳广场B1-014-15号 ,无, 周一至周日 11:00-22:00 
三个辣椒·湖南生烫牛肉粉(天娱广场店),539 条评论,人均 ￥23,粥粉面,石牌/龙口,推荐菜：、招牌生烫牛肉粉、臭豆腐、香酥炸莲藕片,https://www.dianping.com/shop/H7k8lzstGM4wuMSt, 口味: 8.3  环境: 8.4  服务: 8.5  , 电话： 18127436073 , 天河路621号-625号天娱广场负一楼(百佳超市斜对面 ,无, 周一至周日 10:00-22:00 
燕燕美食·传统广式小吃,224 条评论,人均 ￥15,牛杂,康王路,推荐菜：、牛腩猪肠粉、牛杂猪肠粉、猪大肠捞面,https://www.dianping.com/shop/G5Y18leaZA5LPAKc, 口味: 8.2  环境: 8.1  服务: 8.5  , 电话： 18613161717 , 龙源新街44号 ,无, 周一至周日 09:30-20:30 
谭少竹升面(小北店),334 条评论,人均 ￥22,粥粉面,东风中路/越秀公园,推荐菜：、鲜虾云吞面、鲜肉云吞面、牛腩汁捞面,https://www.dianping.com/shop/l4u7ElhpeX7MaDJx, 口味: 8.4  环境: 7.5  服务: 7.8  , 电话： 13903007716 , 小北路139号 ,无," 周六,周日 07:00-17:00 周一至周五 07:00-14:00 17:00-20:00 "
遇见小面(番禺剑桥郡店),245 条评论,人均 ￥31,粥粉面,长隆/南村,推荐菜：、红碗豌杂面、琥珀冰粉、软骨丸子番茄汤面,https://www.dianping.com/shop/l6bkvNr0cNNBViJs, 口味: 8.3  环境: 8.3  服务: 8.3  , 电话： 13318817449 , 滟澜街39号之17-18号（板桥地铁站D出口对面） ,无, 周一至周日 全天 
悦来大排档,99 条评论,人均 ￥56,小龙虾,车陂/东圃,推荐菜：、蒜蓉小龙虾、油焖小龙虾、鸡脆骨,https://www.dianping.com/shop/FmxdhlVwYlGqfU7g, 口味: 7.9  环境: 8.0  服务: 8.0  , 电话： 19924359301 , 东圃二马路61号 ,无, 周一至周日 17:00-01:00 
恭喜佰味鲜做三明治(江南西店),2349 条评论,人均 ￥30,西式快餐,江南西,推荐菜：、年年有鱼吞拿鱼芝士三文治、紫气东来厚芋泥肉松三文治、新派爆香柠檬茶,https://www.dianping.com/shop/FIRtSuhitqf0qzkU, 口味: 8.0  环境: 7.5  服务: 8.2  , 电话： 13824430229 , 江南西路紫山大街二号之六（中国工商银行对面） ,无," 周一,周三至周日 10:00-22:00 "
周成芝螺蛳粉(市桥店),582 条评论,人均 ￥17,粥粉面,市桥,推荐菜：、原味螺蛳粉、锅烧螺蛳粉、全家福螺蛳粉,https://www.dianping.com/shop/laYQz6SqXAKGGCoO, 口味: 8.2  环境: 8.3  服务: 8.3  , 电话： 18078824248 , 富华西路15-19号102铺 ,无, 周一至周日 10:30-24:00 
囍螺·螺蛳粉·鸭脚田螺煲(客村店),736 条评论,人均 ￥33,粥粉面,客村/赤岗,推荐菜：、鸭脚田螺煲、无限续粉、筒骨汤原味螺蛳粉,https://www.dianping.com/shop/k2PQaPcck3imrsq8, 口味: 8.2  环境: 7.7  服务: 8.0  , 电话： 13725717652 , 新港中路412号 ,无, 周一至周日 10:30-23:30 
爆爆姐螺蛳粉(高志大厦店),270 条评论,人均 ￥21,粥粉面,兴盛路/跑马场,推荐菜：、招牌干捞螺蛳粉、招牌酸菜鱼螺蛳粉、香卤牛肉螺蛳粉,https://www.dianping.com/shop/k9XrpHOzcfaNHz7i, 口味: 8.0  环境: 8.2  服务: 8.3  , 电话： 17817316686 , 黄埔大道西120号高志大厦1层107B（LAVAZZA咖啡旁） ,无, 周一至周日 10:00-21:00 
大鸽饭(岗顶店),5902 条评论,人均 ￥102,粤菜馆,石牌/龙口,推荐菜：、红烧鸽、经典盐焗鸽、大鸽饭,https://www.dianping.com/shop/laN5y0xsTExvdWr6, 口味: 9.0  环境: 9.0  服务: 9.0  , 电话： 020-37884609 , 天河路633号桔子酒店岗顶店3楼(岗顶地铁站A出口) ,无, 周一至周日 11:00-14:30 17:00-21:30 
凤小馆·顺德菜(万民城长隆首店),1907 条评论,人均 ￥80,顺德菜,长隆/南村,推荐菜：、秘制黑叉烧、顺德凉拌鱼皮、姜汁芥兰,https://www.dianping.com/shop/i5Q5j0hWsmo0qRsu, 口味: 9.1  环境: 9.1  服务: 9.1  , 电话： 020-84827895 , 富石路万民城MOCITY三楼3005铺 ,无, 周一至周日 11:00-14:00 17:00-21:00 
文通冰室(花城汇南区店),3116 条评论,人均 ￥47,茶餐厅,花城汇/高德置地,推荐菜：、招牌黯然销魂饭、小熊冻柠茶、招牌暴富漏奶华,https://www.dianping.com/shop/H8kcODlFYo772Bct, 口味: 9.0  环境: 8.9  服务: 9.0  , 电话： 020-89287059 , 珠江西路花城汇商场南区负1层A22B号铺 ,无, 周一至周日 11:00-22:00 
兵哥鸽·石岐乳鸽(江南西店),78 条评论,人均 ￥38,快餐简餐,江南西,推荐菜：、红烧乳鸽、脆皮炸鸡翅、经典港式柠檬茶,https://www.dianping.com/shop/H82vV5sPCadvVkzZ, 口味: 7.9  环境: 7.7  服务: 7.9  , 电话： 19124110820 , 江南西路80号首层自编之二 ,无, 周一至周日 11:00-24:00 
文通冰室(黄埔大悦汇店),1496 条评论,人均 ￥44,茶餐厅,科学城/萝岗高德汇,推荐菜：、招牌黯然销魂饭、小熊冻柠茶、小吃拼盘,https://www.dianping.com/shop/k7pIYGOhJwJTKj7U, 口味: 9.2  环境: 9.2  服务: 9.2  , 电话： 020-31800934 , 科学大道52号黄埔大悦汇负一楼 ,无, 周一至周日 10:00-22:00 
狼狼一碗螺蛳粉·24小时营业,270 条评论,人均 ￥17,粥粉面,小新塘,推荐菜：、招牌原味螺蛳粉、狼狼炸蛋螺蛳粉、比脸还大的香酥炸蛋,https://www.dianping.com/shop/G5dgqauu9uT4qFmk, 口味: 8.1  环境: 8.2  服务: 8.4  , 电话： 15677033352 , 万科智慧广场A2座1932号（奈雪的茶斜对面） ,无, 周一至周日 全天 
麦当劳(新塘万达广场分店),263 条评论,人均 ￥26,西式快餐,永和镇,推荐菜：、圆筒冰淇淋、薯条、麦麦脆汁鸡（琵琶腿）,https://www.dianping.com/shop/l1CBGGPSKefr8UtJ, 口味: 8.2  环境: 8.1  服务: 8.2  , 电话： 020-83640984 , 顺欣居委会万达广场1028 ,无, 周一至周日 10:30-21:30 
煲仔华·劲火真煲仔饭(市桥店),298 条评论,人均 ￥25,快餐简餐,市桥,推荐菜：、镇店腊味三宝煲仔饭、姬松茸炖土鸡汤、豉汁排骨拼香菇滑鸡煲仔饭,https://www.dianping.com/shop/k8b6D5FBH4Gxi5T2, 口味: 8.2  环境: 8.3  服务: 8.2  , 电话： 19195536663 , 市桥街光明北路44号 ,无, 周一至周日 10:30-21:00 
大弗兰(新塘永旺梦乐城店),160 条评论,人均 ￥29,粥粉面,永和镇,推荐菜：、臭豆腐、招牌红烧牛肉粉、辣椒炒肉粉,https://www.dianping.com/shop/k2AEUpkuHwNeGAwr, 口味: 8.2  环境: 8.3  服务: 8.3  , 电话： 18126843508 , 宁西街道创新大道15号永旺梦乐城1楼 ,无, 周一至周日 10:00-21:30 
克茗冰室(广州城壹汇 · 流花店),582 条评论,人均 ￥45,茶餐厅,火车站/人民北路,推荐菜：、小熊冰冰港式奶茶、牛叉滑滑蛋饭、销魂四宝饭,https://www.dianping.com/shop/H5VoJ9cqn2khoLKr, 口味: 8.8  环境: 8.9  服务: 9.0  , 电话： 020-80922692 ," 流花路119号负B138,B139,B140店 ",无, 周一至周日 10:30-21:00 
多喝汤·粤式茶餐(天河汇店),149 条评论,人均 ￥34,茶餐厅,天河城/体育中心,推荐菜：、叉烧双蛋销魂饭、豪情铁板孖扒餐、原只椰子炖乌鸡汤,https://www.dianping.com/shop/l6twBpwh2j77Vktt, 口味: 8.6  环境: 8.7  服务: 8.8  , 电话： 18138793703 , 天河直街160号天河汇商业广场首层北1号铺 ,无," 周一至周五 07:30-22:00 周六,周日 10:00-21:30 "
富合牛肉店(迎宾大道店),3219 条评论,人均 ￥83,潮汕牛肉火锅,花都广场/区政府,推荐菜：、鲜牛丸、肥牛、湿炒牛河,https://www.dianping.com/shop/l1Q9DGZwM69pSCOI, 口味: 9.0  环境: 8.5  服务: 8.6  , 电话： 020-23366596 , 迎宾大道39号（圆玄小学斜对面） ,无, 周一至周日 10:30-14:00 16:30-02:00 
子曰禮·茶居(天河龙洞店),1655 条评论,人均 ￥65,粤式茶点,龙洞/岑村,推荐菜：、豉汁蒸凤爪、子曰虾饺皇、子曰礼古法煎韭菜饺,https://www.dianping.com/shop/G2X5nUR252p8RoLZ, 口味: 9.1  环境: 9.1  服务: 8.8  , 电话： 020-85599136 , 龙洞购物中心旁边的龙泰广场2楼 ,无, 周一至周日 全天 
客家班·客家菜(海珠万国店),1431 条评论,人均 ￥68,客家菜,江南大道沿线,推荐菜：、班主酿豆腐、东江盐焗鸡（半只）、有料猪肉汤,https://www.dianping.com/shop/H7vWOYSIta2YOCQQ, 口味: 8.8  环境: 9.0  服务: 8.9  , 电话： 020-31957626 ？ 18922385182 , 万国广场6楼 ,无, 周一至周日 11:00-15:00 17:00-21:00 
迎点佳记茶餐厅(祈福万景峰店),298 条评论,人均 ￥46,茶餐厅,花都区,推荐菜：、黯然销魂饭、佳记漏奶华、古法酸菜鱼,https://www.dianping.com/shop/HaduRV0gBJT2eP6L, 口味: 8.9  环境: 9.0  服务: 8.8  , 电话： 13380065993 , 新街大道祈福商业广场 ,无, 周一至周日 09:00-21:30 
云上艺术园林餐厅,544 条评论,人均 ￥216,广州菜,中心城,推荐菜：、一颗玻璃心乳鸽、美极干邑罗氏虾、黑松露烧豆面,https://www.dianping.com/shop/k9it4Lv31Wn6Zfc8, 口味: 9.1  环境: 9.2  服务: 9.0  , 电话： 020-82037237 , 开源大道188号（莱迪科技园A栋三楼） ,无, 周一至周日 11:00-14:00 17:00-21:00 
文通冰室(白云机场店),201 条评论,人均 ￥45,茶餐厅,白云国际机场,推荐菜：、小熊冰冰奶茶、小熊冻柠茶、招牌暴富漏奶华,https://www.dianping.com/shop/Ga0jWvSAyeB1AeYx, 口味: 9.1  环境: 9.0  服务: 9.0  , 电话： 13760870767 , 白云机场T2西五指廊二层W52D19商铺 ,无, 周一至周日 07:00-22:00 
万绿东江·客家菜(祈福缤纷汇店),1903 条评论,人均 ￥77,客家菜,钟村,推荐菜：、客家煎酿豆腐、客家蛋角煲、盐香入骨手撕盐焗鸡,https://www.dianping.com/shop/kabJzz2cmO3SDl05, 口味: 9.1  环境: 9.1  服务: 9.1  , 电话： ？ 020-84885756 , 祈福缤纷汇家兴五街15号 ,无, 周一至周日 11:00-14:00 17:00-21:00 
