Store name, number of reviews, consumption, main cuisine, address, detail link, business hours,Taste,Environment,Service
Youjinshan Korean charcoal barbecue (Shiqi store),449,75, Korean barbecue, Shiqi, https://www.dianping.com/shop/EhNvq5OKfFI94Kre, Monday to Sunday Friday 11:00-14:00 16:00-23:30 Saturday and Sunday 11:00-23:30,9,9,9.1
Rates  Rice Cooker Baked Rice,52,29, Other Chinese Food, Haizhu District, https://www.dianping.com/shop/EhOzzwCjfcNQ6DYJ, Monday to Sunday 11:00-14 :0017:30-20:30,7.1,7.3,7.1
Ruth Cavin (Chengguanghui Store),430,22, Dessert, along Dongxiao South Road, https://www.dianping.com/shop/EHRtskmmPOmgE4oI, Monday to Sunday 10:00-22:00,8.5,8.7,8.3
SushiShikon (Xinghuan store),405,248, Japanese cuisine, Haizhu Plaza, https://www.dianping.com/shop/EHxYmmi1paIivtkT, Monday to Friday 11:30- 14:0017:30-21:30Saturday and Sunday11:30-15:0017:30-21:30,8.7,8.8,9
Chaoshan Porridge CityAuthentic Chaoshan Flavor (Junjing Store),2262,91, Chaoshan Cuisine, Tianhe Park/Shangshe, https://www.dianping.com/shop/EI52ydNl7Nx3pfdw, Monday to Sunday 10:30-14:0016:30-02:30,8.9,8.2,8.5
Hunan CuisineHunan Local Cuisine (Ziwei Road Store),325,83, Hunan Cuisine, Jianshe North Road, https://www.dianping.com/shop/Ei76nDHsyoMfi1mn, Monday to Sunday Sunday 11:00-21:00,8.9,8.7,8.8
Chaoban Noodles (Wansongyuan Store),108,13, noodle shop, along Jiangnan Avenue, https://www.dianping.com/shop/EiCjteT3RnjYFiZm, Monday to Sunday 06: 00-21:00,7.3,7.2,7.2
hometaurant Hantlan Korean Cuisine (Yuanjing Road Store),62,45, Korean Cuisine, Sanyuanli, https://www.dianping.com/shop/EiCsLKJe6OeqYLdp, Monday to Sunday 11:00-22:00,7.8,7.8,8.1
Huaihua Tutu (Longdong store),113,12, tea and juice, Longdong/Cencun, https://www.dianping.com/shop/EidyZJGGz37OyHft, Saturday and Sunday 10:00-23:30 Monday to Friday 10:00-22:30,8.4,8.3,8.6
Yinji Rice Roll Shop (Machang Road Branch),455,24, Porridge Noodles, Xingsheng Road/Horse Racecourse, https://www.dianping.com/shop/EirRSzUboOPb1aMV, Monday to Sunday 07:00-20:30,7.6,8,7.7
Jianghu Taste (Chebei store),133,94, crayfish, Chebei/Dongpu, https://www.dianping.com/shop/EiwW0tgvoKCu9ejb, Monday to Sunday 11 :00-02:00,7.2,7,7.1
singsit star crumbs,279,28, bread baking, Tianhe City/Tiyuxi, https://www.dianping.com/shop/EixdnhJ7zI6Arefn, Monday to Sunday 11:00-22: 30,8,8.2,8.1
Romance of Sichuan (ICC International Trade Center Store),734,99, Sichuan Restaurant, Tianhe North/Guangzhou East Railway Station, https://www.dianping.com/shop/EizcxskFbH36bUhi, Monday to Sunday 11:00-15:30 16:30-21:00,9,9,9
Shijianheyuan,580,146, special dishes, Jiahe/Hehe, https://www.dianping.com/shop/Ej6vtANrXPXtperc, Monday to Sunday 11:00-14:0017 :00-21:00,8.5,9,8.5
MulianThai Vietnamese Cuisine (Changlong Branch),1607,108, Thai cuisine, Changlong/Nancun, https://www.dianping.com/shop/EJaIzv7TAaTZJMHc, Monday to Sunday 11:30-15:0017:00-21:30,8.3,8.5,8.5
Liushi Town Charcoal Grilled Eel Tavern (Tonghe Branch),866,89, Korean cuisine, Tonghe/Jingxi, https://www.dianping.com/shop/EJBQDGvCvU7yUENu, Monday to Sunday 10:00-14:0016:00-23:00,8.7,8.6,8.8
Liushi Town Charcoal Grilled Eel Tavern (Tonghe Branch),867,89, Korean cuisine, Tonghe/Jingxi, https://www.dianping.com/shop/EJBQDGvCvU7yUENu, Monday to Sunday 10:00-14:0016:00-23:00,8.7,8.6,8.8
Huang's Tongxin Milk Dessert (Tianhe South Store),969,20, Dessert, Teem City/Sports Center, https://www.dianping.com/shop/EjbrWdgzVM4hhJ8R, Monday to Sunday 12:00-24:00,7.7,7.7,7.8
Haoyu DubaoBeef Brisket Noodles,220,45, Porridge Noodles, Wuyang New City, https://www.dianping.com/shop/EJcpVEzPg2UyGD00, Monday to Sunday 08: 30-21:30,8.2,8,8.3
Dafugui Tea Restaurant,1701,48, Tea Restaurant, along Xingang West Road, https://www.dianping.com/shop/EJjHgquUzcN39W0l, Monday to Sunday 10:00-22 :00,8.2,8,8.1
Chen Jishun Beef Hot Pot (Xinrong Plaza Store),886,87, Chaoshan Beef Hot Pot, Xinrong Hong Plaza, https://www.dianping.com/shop/EJJlo0sfXx3e7PmC, Monday to Sunday 11:00-23:00,9.1,9.1,9
Huangtucheng Barbecue (Luogang Aoyuan Plaza Store),99,173, fusion barbecue, Central City, https://www.dianping.com/shop/EjkpkQWk6JQfHDh5, Monday to Sunday 10: 30-14:0016:00-21:00,7.2,7.3,7
Yijiang AuntYin Mama Snail Noodles (Liwan Tanwei Store),56,12, Porridge Noodles, Tanwei/Hesha, https://www.dianping.com/shop/EjWUufSuEk7SkDFq, Monday to Sunday 08:00-22:00,7.3,7.1,7.4
GO涓℅reenOrexis New Green (Huachenghui North District Store),2099,69, Western food, Huachenghui/Amap Land, https://www.dianping.com/shop/EK0ljWsixH3dfwhw, Monday to Sunday 08:00-22:00,8.4,8.7,8.7
TanjiaoChongqing Small Pot Rice Noodles (Yuexiu Poly Time Store),455,23, porridge noodles, Xiaobei/Taojin, https://www.dianping.com/shop/EK5cMRYrQIei5Mcw, Monday to Sunday 10:00-21:30,8.7,8.6,8.8
TanjiaoChongqing Small Pot Rice Noodles (Yuexiu Poly Time Store),455,23, porridge noodles, Xiaobei/Taojin, https://www.dianping.com/shop/EK5cMRYrQIei5Mcw, Monday to Sunday 10:00-21:30,8.7,8.6,8.8
Shrimp Man TangCrayfishBBQ Jianghu Cuisine (Tangxia Heguang Yiheng Road Store),83,116, Crayfish, Tianhe Park/Shangshe, https://www.dianping.com/shop/EkbzQS6tNkiYEUUw, Monday to Sunday 11:00-16:0017:00-02:00,7.4,7.9,7.9
Yilumu Sushi (Chebei Branch),2906,57, Buffet, Chebei/Dongpu, https://www.dianping.com/shop/Ekf2betPFiOlE2Ci, Monday to Sunday 11:00-22:00,7.5,7.3,7.6
Beans and FlowersSichuan Laked Tofu Pot (Tiyu West Store),1109,75, Sichuan Restaurant, Tianhe City/Tiyu West, https://www.dianping.com/shop/EkkMC4c3GeaF49w5, Monday to Sunday 10:00-23:00,8.9,8.5,8.8
Youjiahe Qianli Northern Barbeque BBQ,293,66, Fusion Barbeque, Fangcun, https://www.dianping.com/shop/EkkZLfvURGYUpslT, Monday to Sunday 10:00-14 :0016:00-01:00,7.4,7,7.4
Bestore (Lisheng Plaza Store),94,36, Snacks, Fangcun, https://www.dianping.com/shop/Ekox2AKW5ucwi0V7, Monday to Sunday 09:00-22 :30,7.5,7.5,7.5
Bestore (Lisheng Plaza Store),94,36, Snacks, Fangcun, https://www.dianping.com/shop/Ekox2AKW5ucwi0V7, Monday to Sunday 09:00-22 :30,7.5,7.5,7.5
Yuna pickled fish (China Plaza store),58,16, pickled fish/boiled fish, China Plaza, https://www.dianping.com/shop/EKsgxQfJOPfaQPuU, Monday to Sunday 10:00-22:00,7.4,7.4,7.6
Fugui Rice Company (Jiangnan Xihai Zhucheng Store),4201,50, Tea Restaurant, along Jiangnan Avenue, https://www.dianping.com/shop/EKtvvWk7e17cXo2M, Monday to Sunday Sunday 11:00-20:30,8.6,8.1,8.6
Fugui Rice Company (Jiangnan Xihai Zhucheng Store),4202,50, tea restaurant, along Jiangnan Avenue, https://www.dianping.com/shop/EKtvvWk7e17cXo2M, Monday to Sunday Sunday 11:00-20:30,8.6,8.1,8.6
Fusion Sixi Tea Restaurant (Jinbo Branch),413,47, Tea Restaurant, Jiahe Wanggang, https://www.dianping.com/shop/EKVu2gTuuPZsoFNu, Monday to Sunday 11:00-22:00,9,9,9
Fusion Sixi Tea Restaurant (Jinbo Branch),414,47, Tea Restaurant, Jiahe Wanggang, https://www.dianping.com/shop/EKVu2gTuuPZsoFNu, Monday to Sunday 11:00-22:00,9,9,9
Hakka Hakka Cuisine (Xinghuan International Store),799,74, Cantonese Restaurant, Haizhu Plaza, https://www.dianping.com/shop/EKVWAGo1D5mqm4kA, Monday to Sunday 11 :00-15:3016:30-21:00,9,9,9
White Swan Hotel - Silk Road Western Restaurant,1070,145, Cantonese refreshments, sand noodles, https://www.dianping.com/shop/EKWD9i2MlmNKGXpb, Saturday and Sunday 10 :30-14:30,7.4,7.6,7.4
Conghua Suburban Jinrong Farmhouse Food Store,30,62, other food, hot spring town, https://www.dianping.com/shop/EkZ35o1clNQy7SPJ, Monday to Sunday 10:00- 21:00,7.5,7.3,7.4
McDonald's (Qiaojian Yuxi Valley Branch),95,25, Western-style fast food, Zhongxin Town, https://www.dianping.com/shop/El1gHerYBKfF8fLv, Monday to Sunday 07 :00-23:00,8.8,8.6,8.8
Sangu Maocai & Spicy Hot Pot (Huadu flagship store),2687,37, dry pot/flavored pot, Laiyoula/RT-Mart, https://www.dianping.com/shop/El3enoeeHyMyEnIa, Monday to Sunday 10:30-23:30,7.6,7.4,7.5
Fuyunlai Northeast Restaurant (Lincoln Park Branch),39,57, Northeastern Cuisine, Jinzhou Business District, https://www.dianping.com/shop/EL9TIpKszqjYm2pN, Monday to Sunday 10:30-14:0016:30-22:00,7.4,7.6,7.4
Liuzhou Alley Snail Noodles (Nanpu Store),12,21, porridge noodles, Nanpu, https://www.dianping.com/shop/ElaIeRRkEw4nw32n, Monday to Sunday 08: 00-02:00,7.2,7.2,7.3
Xianjie Pork Belly and Chicken Hot Pot (Shijing Store),565,108, Pork Belly and Chicken Hot Pot, Shijing, https://www.dianping.com/shop/ELCKDyrCqtBKoQ8y, Monday to Sunday 10: 00-22:30,9.1,9.1,9.1
Sandongli Camp,38,23, fusion barbecue, Sheliton Food Street, https://www.dianping.com/shop/Ele7Z48a1T45x7OY, Monday to Sunday 17:30 -02:00,7.1,7.2,7.2
Shrimp Star Braised Prawns (Dunhe Road Store),170,125, crayfish, Kecun/Chigang, https://www.dianping.com/shop/ELI9CsgdVlc8riZb, Monday to Sunday 15:00-01:00,8,7.3,7.5
Fuge Farm (Zhucun Branch),390,66, Farm Cuisine, Zhucun Town, https://www.dianping.com/shop/ELlRplMHGcmZGQfS, Monday to Sunday 09:00 -21:00,7.9,8,7.7
SheepsheepCoffee (Tianhe South Store),336,34, Cafe, Zhengjia Plaza, https://www.dianping.com/shop/EloXEoKMaQST6NSb, Tuesday to Friday 12:00-20 :00Saturday and Sunday 12:00-21:00,8,8.3,8.2
Haidilao Hot Pot (Jimanjia Commercial Plaza Store),778,112, Sichuan Hot Pot, Chebei/Dongpu, https://www.dianping.com/shop/ElSHDYdKvB4oxaD4, Monday to Sunday 09:00-07:00,9,9,9
Xiaofenxiang Snail Noodles and Snail Pot,219,17, Porridge Noodles, Zhengjia Plaza, https://www.dianping.com/shop/ElsuVGo3ylWHKuAk, Monday to Sunday 07:30 -22:00,7.5,7.4,7.6
Shili ChangtingChicken PotSauerkraut Fish (Guangzhou Pharmacy),67,37, creative dishes, Longdong/Cencun, https://www.dianping.com/shop/ElTHagvscfyecUi5, Monday to Sunday 10:00-24:00,7.2,7.1,7.1
Mr. SteakSnowflake Steak Western Restaurant (Dongfang Baotai Branch),1965,74, Western food, Tianhe North/Guangzhou East Railway Station, https://www.dianping.com/shop/EMAzVRLHXcOdudRf, Monday to Sunday 10:00-22:00,8.4,8.4,8.2
Jidi FenHandmade Rice Noodles (Huali Road Store),1066,23, Porridge Noodles, Zhujiang New Town, https://www.dianping.com/shop/Emf7egrqVmvIqk14, Monday to Sunday 07:00-22:00,8.7,8.6,8.7
Pijiao Chongqing Old Hot Pot,171,71, Chongqing Hot Pot, Shiqiaonan, https://www.dianping.com/shop/EmJ5JlmqUppKYMre, Monday to Sunday 10:00-02 :00,8.5,8.6,8.6
Liuzhou Snail Noodles (Shiweitang Branch),38,16, Porridge Noodles, Fangcun, https://www.dianping.com/shop/EMkGrCDBkuJP3Zqm, Monday to Sunday 08: 30-23:30,7.1,7,7.1
Chenji Crab HuiAuthentic Taihu Hairy Crab,53,70, Hairy Crab, Yuancun, https://www.dianping.com/shop/EMKvofabJHfOT3t8, Monday to Sunday 10:00- 22:0023:00-04:00,7.4,7.3,7.5
Songge Braised Prawns in OilTakeaway (Xingsheng Road Store),785,144, Crayfish, Zhujiang New Town, https://www.dianping.com/shop/EmkxjtMNU38Lm55Q, Monday to Sunday 16:00-04:00,7.8,8.1,8
Juwei Zhujiang Road Food Court,126,145, other food, Zhujiang New Town, https://www.dianping.com/shop/EmR69kZklZnYnMOY, Monday to Sunday 09:00-24:00,7.4,7.5,7.4
Mixed fresh monster,60,24, seafood, Kecun/Chigang, https://www.dianping.com/shop/EMRDRgvaH4U0pnDH, Monday to Sunday 10:00-24: 00,7.5,7.2,7.5
Zunbao Pizza (Meihua Garden Store),7710,39, Pizza, Shahe/Tianpingjia/Meihua Garden, https://www.dianping.com/shop/EMUU0Rli2YkQvFeB, Friday Saturday 09:00-23:00 Monday to Thursday Sunday 09:00-22:00,8.8,8.3,8.4
Lingnan Zhenpin (Yongwang Store),334,79, Cantonese refreshments, Yonghe Town, https://www.dianping.com/shop/EN16HJVS6tggtv4l, Monday to Sunday 10 :00-22:00,7.2,7.4,6.9
Dada Steam SeafoodSeafood Hot Pot (Tianhe Passenger Terminal Store),810,87, Seafood Hot Pot, Tianhe Passenger Terminal, https://www.dianping.com/shop/EN2eoL6MrYAQFBHs, Monday to Sunday 11:00-14:3017:00-22:00,9,9,9
Long XianranSeafood Hot Pot and BBQ Buffet Restaurant,522,96, Buffet, Huangcun/Aoti, https://www.dianping.com/shop/En5FxM33yjs8s3dS, Monday to Sunday 11 :00-22:00,7.2,7.2,7.4
Fengjiangyuan Sausage (Jinbi Century Store),16,15, fresh food, fish beads, https://www.dianping.com/shop/EnoPobGfCvAweEqM, Monday to Sunday 06:30-14:00,7.2,7,7.1
Riverside Private Kitchen,16,77, Private Kitchen, Panyu District, https://www.dianping.com/shop/ENsAmu6Zg7SI5MFV, Monday to Sunday 11:00-14:0017 :00-21:00,7.4,7,7.3
Tea Life (Liying Plaza Store),332,17, tea juice, Kecun/Chigang, https://www.dianping.com/shop/EnsIxvEqH8x1ohHM, Monday to Sunday 10:00-22:00,8.5,8.3,8.3
Bingsheng Taste (Haiyin Main Store),15656,227, Cantonese restaurant, along Binjiang Road, https://www.dianping.com/shop/ENUgneGczHCo4mnB, Monday to Sunday 11 :00-15:0017:00-02:00,8.3,8.4,7.8
ChaominghuiChaoshan private cuisine,230,76, Chaoshan cuisine, Yonghe Town, https://www.dianping.com/shop/ENwWWvQiGvLnmdwf, Monday to Sunday 11:00- 14:0017:00-22:00,8.7,8.9,9
Rice Paper Restaurant (Guangzhou Dafenghui Store),34,33, Southeast Asian cuisine, Tangxia, https://www.dianping.com/shop/EnXRY6ivTiKjllKi, Monday to Sunday 07:30-14:3017:00-22:00,6.5,6.9,6.8
Uncle Pork Chop Buns (Yongtai Store),142,21, Snacks, Yongtai, https://www.dianping.com/shop/EnYGkEuHxBIdelNw, Monday to Sunday 10:00- 23:30,7.5,7.4,7.5
Haidilao Hot Pot (Jiahe Jinbo Tiandi Store),1376,115, Sichuan Hot Pot, Jiahe Wanggang, https://www.dianping.com/shop/ENzj4mpspDcmPD3S, Monday to Sunday 09:00-07:00,9.2,9.2,9.2
Chaoyuan Fresh NiuzhuangShantou Beef Hot Pot,232,71, Chaoshan Beef Hot Pot, Zhongshan Qiba Road, https://www.dianping.com/shop/EO06mZuDoXqxVetg, Monday to Sunday Day 11:00-24:0000:00-03:00,8.5,7.9,8
Longgang Restaurant,19,109, other Chinese food, Conghua District, https://www.dianping.com/shop/EO7ymHowPHXvq9lt, Monday to Sunday 09:00-21:00,7.2,7.1,7.1
SuanxiaoxiaoSnail NoodlesHot Pot (Zhongtian Shopping City Store),397,21, Porridge Noodles, Tianhe Bei/Guangzhou East Railway Station, https://www.dianping.com/shop/EObCDbzi0jQci1Xk, Monday to Sunday 10:30-20:30,7.9,7.9,8
SuanxiaoxiaoSnail NoodlesHot Pot (Zhongtian Shopping City Store),397,21, Porridge Noodles, Tianhe Bei/Guangzhou East Railway Station, https://www.dianping.com/shop/EObCDbzi0jQci1Xk, Monday to Sunday 10:30-20:30,7.9,7.9,8
Gratitude Vegetarian Restaurant (Best Home Store),5568,32, vegetarian, Dashi, https://www.dianping.com/shop/EOD0JzavDFJZsCnF, Monday to Sunday 11:30- 14:0017:30-20:00,8.4,8.7,8.4
Jiumaojiu Northwest Cuisine (Lefeng Plaza Store),1956,62, Northwest folk cuisine, along Industrial Avenue, https://www.dianping.com/shop/Eodl5iyzjH9wyzCU, Monday to Sunday 11:00-14:30 17:00-21:00,8.7,8.6,8.9
The God of BibimbapKorean Cuisine (Zhujiang New Town Store),22,24, Korean Cuisine, Zhujiang New Town, https://www.dianping.com/shop/EOmeUjclRb6wZITz, Monday to Sunday 10:00-21:00 daily,7.2,6.8,6.8
Qishan Saozi Noodles (Shuguang Road Store),19,14, Noodle Shop, Huadu District, https://www.dianping.com/shop/EOXY8FQv9QJHlJSL, Monday to Sunday 09:00 -21:00,7.1,7,7.1
Wudai TongtangTangshui Dessert Specialty Store (Poly Plaza Store),218,28, Dessert, Pazhou, https://www.dianping.com/shop/EP8MUt2GBZCsKmT2, Monday to Sunday Sunday 10:00-22:00,8,8,8.1
Minghua Cake Shop,2938,35, Bread Baking, Haizhu Plaza, https://www.dianping.com/shop/EpIooYToDexmaRkn, Monday to Sunday 07:00-23:00,7.8,7.5,7.7
Le Caesar Pizza (Luogang Wanda Store),560,66, Western food, Luogang Wanda Plaza, https://www.dianping.com/shop/EpiV0i8wvT4Bl6WW, Monday to Sunday 10 :00-22:00,9,8.9,8.9
Bestore (Huacheng Huibei District Store),86,63, snacks, Zhujiang New Town, https://www.dianping.com/shop/EPo6cU8mG0jRUMD2, Monday to Sunday 10:00 -21:00,7.4,7.5,7.1
Desert style charcoal barbecue hot pot buffet (Baiyun Wanda store),1982,90, buffet, Wanda Plaza, https://www.dianping.com/shop/EPqYHSyer90dtcrS, Monday to Sunday 11 :00-22:00,7.3,7.5,7.5
Little Lemon Covered Bowl Hot Pot (University Town Store),141,65, Sichuan Hot Pot, University Town, https://www.dianping.com/shop/Eptkc5nIbu1DGtjp, Monday to Sunday 11: 00-14:0017:00-22:00,8.6,8.4,8.5
Duck Commander Beijing Roast Duck,33,37, Roast Duck, Kangwang Road, https://www.dianping.com/shop/EpxLbYXs90h0JTlr, Monday to Sunday 10:00-01:00,7,7,7.1
Xianglin Xiapu Hunan stir-fry (Kengtou store),81,48, Hunan cuisine, Panyu District, https://www.dianping.com/shop/EQ09aba7yrgYPKxx, Monday to Sunday 10:30-16:0017:00-22:00,7.9,7.7,7.9
FengweiQingyuan Chicken Global Research CenterJiebaoGuangzhou Wonton Noodles (Uprising Store),829,54, charcoal hot pot/copper pot, Beijing Road Business District, https://www.dianping.com/shop/EQ0zdtpBI2THZFeN, Monday to Friday 08:00-13:00 17:30-21:00 Saturday and Sunday 11:30-14:00 17:30-23:30,8.9,8,8.4
Qiqu Food (Jinsha Road Store),103,92, other food, along Industrial Avenue, https://www.dianping.com/shop/EQ2BKB2nBKX5uFD2, Tuesday to Sunday 11 :00-14:3017:00-22:00,7.5,7.3,7.6
Hakka Banquet (Dongfeng West Road Branch),403,72, Hakka cuisine, Dongfeng Middle Road/Yuexiu Park, https://www.dianping.com/shop/Eq8GBgJ7hxw6V7Es, Monday to Sunday 11:00-14:0017:00-21:00,7.8,8.1,7.8
Chang Xiao GuanHainan Wenchang Chicken,77,79, Cantonese restaurant, Shipai/Longkou, https://www.dianping.com/shop/Eq9zSnSvGcEjHEa4, Monday to Sunday 11: 30-14:0017:30-21:00,8.9,8.9,8.9
Chen Xiaochuan Old Changsha Lobster House (Luoxi Branch),29,167, crayfish, Luoxi, https://www.dianping.com/shop/EQamMiBd5Lyi9Waq, Monday to Sunday 16: 00-04:00,7.4,7.3,7.4
Qingdao Street BeerSeafood Stalls,20,98, seafood, Gangding/Longkou, https://www.dianping.com/shop/EqDWDTQBVWTZW4zF, Monday to Sunday 17:00- 02:00,7.1,7,7.1
Norwegian Salmon (Yantang Store),366,54, Seafood, Yanling/Wushan, https://www.dianping.com/shop/EqIR9TBRIWlpYngh, Monday to Sunday 10:00 -21:00,7.4,7.2,7.3
Taotaoju Restaurant (Liying Plaza Branch),10316,108, Cantonese Restaurant, Kecun/Chigang, https://www.dianping.com/shop/EqOwiaOngjY61kGP, Monday to Sunday Day 09:00-16:30 17:00-21:30,8.4,8.4,8.2
Longjing LakeHangbang Cuisine (Tianhe Vanke Plaza Store),2633,78, Zhejiang Cuisine, Xiaoxintang, https://www.dianping.com/shop/EqP3ebValgeIlwL5, Monday to Sunday 11:00-15:0017:00-21:30,8.7,8.9,9
Xinshanggong Korean BBQ Restaurant (Huinan Plaza Store),630,80, Korean cuisine, Nanpu, https://www.dianping.com/shop/Eqq6qTtYDVEK6ubn, Monday to Sunday 10:30-22:00,7.7,7.8,7.7
Baoshengyuan (Pantang Branch),80,38, more food nourishment, Zhongshan Qiba Road, https://www.dianping.com/shop/EQRY7irg12YR1cE5, Monday to Sunday 08 :30-20:00,7.2,7.2,7.2
SushiYuan Japanese Cuisine (Guangzhou Tianhe Main Store),479,215, Japanese Cuisine, Teem City/Sports Center, https://www.dianping.com/shop/EQsmwfrwLYZbvoMy, Saturday and Sunday Sunday 11:30-13:30 17:30-23:00 Monday to Friday 17:30-23:00,8.6,8.3,8.5
Damei NorthwestHandmade Noodles Northwest Cuisine (Huadu Yale City Store),549,53, Northwest folk cuisine, Yajule Jincheng/Poli Huacheng, https://www.dianping.com/shop/EQuFJ2KWnu6PBc7g, Monday to Sunday 11:00-21:30,8.6,8.7,8.3
Fall in love with fish pickled fish,669,47, pickled fish/boiled fish, Jiekou/New Century Plaza, https://www.dianping.com/shop/EqWAPdTtxOC8CfVT, Monday to Sunday 11:00-14:0017:00-20:30,7.4,7.4,7.4
Taowa (Yancun City Plaza Store),1236,84, dry pot/incense pot, Yuancun, https://www.dianping.com/shop/EQxs8thxaZTvUCTN, Monday to Sunday 10:30-22:00,9,9,8.9
Huanxing Tea Restaurant (Yancun Branch),94,21, fast food, Tianhe Park/Shangshe, https://www.dianping.com/shop/Eqzm0jcqZku2ixzJ, Monday to Sunday 10:00-21:00,7.4,7.4,7.5
Yukoufu Hotel (Yuanjing Road Branch),2334,102, Cantonese restaurant, along Airport Road, https://www.dianping.com/shop/ER2BLgYzDL8dHXiq, Monday to Sunday 08: 00-14:0017:00-22:00,7.9,8.1,7.6
Shuige Bu Bu Bei (Dongxiao South Store),3120,76, seafood, along Dongxiao South Road, https://www.dianping.com/shop/ER3OKYxOxm5SofW3, Monday to Sunday 11:00-05:00,8.2,7.5,7.7
HIGHFIVECOFFEE (Jiangyan Road Store),519,40, coffee shop, along Industrial Avenue, https://www.dianping.com/shop/ER4IidIt5hoObNkl, Monday,8,8.2,8.2
Sister Fen's Pastry and Breakfast Shop (Wansongyuan Branch),22,24, snacks, along Jiangnan Avenue, https://www.dianping.com/shop/Ergl8S58MoayL1Tz, Monday to Sunday 07:00-19:00,7.5,7.3,7.5
Zunbao Pizza (Ma Wu Dian),333,35, Pizza, Xinshi, https://www.dianping.com/shop/ERIxrXdV0Ukk15Sq, Friday and Saturday 09:00- 23:00 Monday to Thursday Sunday 09:00-22:00,8.3,8.1,8.2
Haocai NanyangVietnamese Small Roll Noodles,292,42, Nanyang Chinese Cuisine, Shiqiao, https://www.dianping.com/shop/ERkW6b3PWpOXHbmB, Monday to Sunday 11: 00-14:0016:30-21:30,8.7,8.5,8.5
Heshun Tea Restaurant (Shitan Branch),31,26, Tea Restaurant, Zengcheng District, https://www.dianping.com/shop/ErRmq1WUCXo9HvBw, Monday to Sunday 07:00 -21:00,7.1,7,7.2
Yixiangyuan Iron Pot StewNortheastern BBQ,55,50, Northeastern cuisine, Huadu Stadium/Huaguoshan Park, https://www.dianping.com/shop/ErSpMdSqR9JYzrbf, Monday to Sunday 10:30-01:00,7.4,7.4,7.5
Wu Er BuffetTianhe Hilton (Tianhe North Branch),6813,238, Buffet, Tianhe North/Guangzhou East Railway Station, https://www.dianping.com/shop/ERy9So0FgVnyo4WM, Monday to Sunday 12:00-14:3018:00-21:30,8.1,8.9,8.9
Wu Er BuffetTianhe Hilton (Tianhe North Branch),6814,238, Buffet, Tianhe North/Guangzhou East Railway Station, https://www.dianping.com/shop/ERy9So0FgVnyo4WM, Monday to Sunday 12:00-14:3018:00-21:30,8.1,8.9,8.9
Wu Er BuffetTianhe Hilton (Tianhe North Branch),6816,239, Buffet, Tianhe North/Guangzhou East Railway Station, https://www.dianping.com/shop/ERy9So0FgVnyo4WM, Monday to Sunday 12:00-14:3018:00-21:30,8.1,8.9,8.9
Uncle Lard (Jiangnan West Store),77,34, snacks, along Jiangnan Avenue, https://www.dianping.com/shop/ErYqoKCh4QDYpW1e, Monday to Sunday 10:00 -21:30,7.9,7.8,8.3
DEIDEI De De De (Lu Di Street Store),396,23, Tea Restaurant, Zhongshan Qiba Road, https://www.dianping.com/shop/Es2fS9mEZ6YDjmvE, Monday to Sunday 10:30-21:00,9,8.3,9.1
DQCakeIce Cream (Yunmen Newpark Store),565,26, Ice Cream, Jiahe/Hehe, https://www.dianping.com/shop/Es5QlPcngeJZ4VaY, Monday to Sunday Sunday 10:00-23:00,8.5,8,8.3
